,data-object,img
28,"{'objId': 30150, 'developer': {'devId': 154, 'shortName': 'БРУСНИКА', 'fullName': 'БРУСНИКА.СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК', 'groupName': 'Брусника', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5791, 'devInn': '6671382990'}, 'rpdRegionCd': 66, 'objAddr': 'город Екатеринбург, улица Евгения Савкова, д. 35', 'objCommercNm': 'Квартал ""Суходольский""', 'objFloorMin': 5, 'objFloorMax': 15, 'objElemLivingCnt': 313, 'objReady100PercDt': '2020-09-10', 'objSquareLiving': 14464.4, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7903, 'longitude': 60.4871, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000701', 'pdId': 122496, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/e2d807c2-bf6b-48a5-b969-8df51360b3c0
29,"{'objId': 32360, 'developer': {'devId': 154, 'shortName': 'БРУСНИКА', 'fullName': 'БРУСНИКА.СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК', 'groupName': 'Брусника', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5791, 'devInn': '6671382990'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, ул Стачек, д. 68', 'objCommercNm': 'Северный квартал', 'objFloorMin': 9, 'objFloorMax': 18, 'objElemLivingCnt': 298, 'objReady100PercDt': '2021-02-25', 'objSquareLiving': 16258.5, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8977, 'longitude': 60.6179, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000750', 'pdId': 152435, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/d5816381-55c6-4ea1-b461-bb3ee4e998b4
30,"{'objId': 7191, 'developer': {'devId': 154, 'shortName': 'БРУСНИКА', 'fullName': 'БРУСНИКА.СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК', 'groupName': 'Брусника', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5791, 'devInn': '6671382990'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург', 'objCommercNm': 'Микрорайон ""Шишимская горка""', 'objFloorMin': 10, 'objFloorMax': 18, 'objElemLivingCnt': 577, 'objReady100PercDt': '2019-12-28', 'objSquareLiving': 32909.9, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.783, 'longitude': 60.6478, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000502', 'pdId': 14078, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/aba13ba3-fe70-41b6-b19b-e1040326ce4c
31,"{'objId': 20580, 'developer': {'devId': 154, 'shortName': 'БРУСНИКА', 'fullName': 'БРУСНИКА.СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК', 'groupName': 'Брусника', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5791, 'devInn': '6671382990'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, Шаумяна, д. 20', 'objCommercNm': 'Южные кварталы', 'objFloorMin': 8, 'objFloorMax': 18, 'objElemLivingCnt': 369, 'objReady100PercDt': '2020-12-28', 'objSquareLiving': 17875.57, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8086, 'longitude': 60.5885, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000565', 'pdId': 49736, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/aedc4436-8025-4d99-ada8-fd0f9071d690
32,"{'objId': 30751, 'developer': {'devId': 154, 'shortName': 'БРУСНИКА', 'fullName': 'БРУСНИКА.СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК', 'groupName': 'Брусника', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5791, 'devInn': '6671382990'}, 'rpdRegionCd': 66, 'objAddr': 'город Екатеринбург, улица Чкалова, д. 22', 'objCommercNm': 'Южные кварталы', 'objFloorMin': 2, 'objFloorMax': 18, 'objElemLivingCnt': 277, 'objReady100PercDt': '2021-05-21', 'objSquareLiving': 15098.8, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8108, 'longitude': 60.5776, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000708', 'pdId': 137412, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/75b9e3fe-924b-4f53-bad3-fc9c2aec5d04
33,"{'objId': 35709, 'developer': {'devId': 154, 'shortName': 'БРУСНИКА', 'fullName': 'БРУСНИКА.СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК', 'groupName': 'Брусника', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5791, 'devInn': '6671382990'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица Стачек', 'objCommercNm': 'Северный квартал', 'objFloorMin': 9, 'objFloorMax': 18, 'objElemLivingCnt': 211, 'objReady100PercDt': '2021-12-27', 'objSquareLiving': 13353.0, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8974, 'longitude': 60.6189, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000821', 'pdId': 294275, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/edb757a8-e204-4844-b4b2-2d0cf3737fb2
34,"{'objId': 35251, 'developer': {'devId': 154, 'shortName': 'БРУСНИКА', 'fullName': 'БРУСНИКА.СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК', 'groupName': 'Брусника', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5791, 'devInn': '6671382990'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, ул Мраморская, д. 18', 'objCommercNm': 'Шишимская горка', 'objFloorMin': 9, 'objFloorMax': 18, 'objElemLivingCnt': 377, 'objReady100PercDt': '2022-06-07', 'objSquareLiving': 23160.9, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7849, 'longitude': 60.6467, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000806', 'pdId': 273313, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/e66e9ee6-c346-42cf-a96b-a0b20088ee61
35,"{'objId': 45857, 'developer': {'devId': 154, 'shortName': 'БРУСНИКА', 'fullName': 'БРУСНИКА.СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК', 'groupName': 'Брусника', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5791, 'devInn': '6671382990'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, ул Шаумяна, строение 42', 'objCommercNm': 'Южные кварталы', 'objFloorMin': 9, 'objFloorMax': 18, 'objElemLivingCnt': 303, 'objReady100PercDt': '2023-12-31', 'objSquareLiving': 19680.8, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8098, 'longitude': 60.5844, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001138', 'pdId': 583861, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/9d335d22-b8eb-4e9a-8624-2a69424b2b06
36,"{'objId': 43099, 'developer': {'devId': 154, 'shortName': 'БРУСНИКА', 'fullName': 'БРУСНИКА.СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК', 'groupName': 'Брусника', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5791, 'devInn': '6671382990'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, ул Можайского, д. 1', 'objCommercNm': 'Шишимская горка', 'objFloorMin': 9, 'objFloorMax': 11, 'objElemLivingCnt': 115, 'objReady100PercDt': '2023-12-31', 'objSquareLiving': 7928.1, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7846, 'longitude': 60.6436, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001062', 'pdId': 515510, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/08550a92-7f8c-49e1-8aa3-274ba842428b
37,"{'objId': 45044, 'developer': {'devId': 154, 'shortName': 'БРУСНИКА', 'fullName': 'БРУСНИКА.СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК', 'groupName': 'Брусника', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5791, 'devInn': '6671382990'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, Железнодорожный район, ул Печерская', 'objCommercNm': 'Квартал ""На Некрасова""', 'objFloorMin': 9, 'objFloorMax': 9, 'objElemLivingCnt': 35, 'objReady100PercDt': '2024-12-31', 'objSquareLiving': 2502.7, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8525, 'longitude': 60.5909, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001123', 'pdId': 555982, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/c54c0080-c56b-45da-8109-00882a59b349
38,"{'objId': 40819, 'developer': {'devId': 154, 'shortName': 'БРУСНИКА', 'fullName': 'БРУСНИКА.СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК', 'groupName': 'Брусника', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5791, 'devInn': '6671382990'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, ул Печерская', 'objCommercNm': 'Квартал на Некрасова', 'objFloorMin': 10, 'objFloorMax': 18, 'objElemLivingCnt': 206, 'objReady100PercDt': '2022-12-31', 'objSquareLiving': 17779.74, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8519, 'longitude': 60.5897, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-000997', 'pdId': 460762, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/c2185a69-a4e9-4796-b5b7-a040fa84ae8d
39,"{'objId': 37690, 'developer': {'devId': 154, 'shortName': 'БРУСНИКА', 'fullName': 'БРУСНИКА.СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК', 'groupName': 'Брусника', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5791, 'devInn': '6671382990'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, ул Стачек', 'objCommercNm': 'Северный квартал', 'objFloorMin': 9, 'objFloorMax': 10, 'objElemLivingCnt': 90, 'objReady100PercDt': '2022-12-31', 'objSquareLiving': 6536.6, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.892, 'longitude': 60.6237, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-000888', 'pdId': 387367, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/03c82ce6-283e-4fc1-aabf-94924a10021f
40,"{'objId': 38990, 'developer': {'devId': 154, 'shortName': 'БРУСНИКА', 'fullName': 'БРУСНИКА.СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК', 'groupName': 'Брусника', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5791, 'devInn': '6671382990'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, ул Стачек', 'objCommercNm': 'Северный квартал', 'objFloorMin': 8, 'objFloorMax': 11, 'objElemLivingCnt': 77, 'objReady100PercDt': '2022-12-31', 'objSquareLiving': 4864.5, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8971, 'longitude': 60.6216, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-000959', 'pdId': 429004, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/a60e926b-afcf-4dd9-a2a0-b81ea3f80474
41,"{'objId': 45867, 'developer': {'devId': 154, 'shortName': 'БРУСНИКА', 'fullName': 'БРУСНИКА.СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК', 'groupName': 'Брусника', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 5791, 'devInn': '6671382990'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, ул Шаумяна, строение 46', 'objCommercNm': 'Южные кварталы', 'objFloorMin': 9, 'objFloorMax': 19, 'objElemLivingCnt': 370, 'objReady100PercDt': '2024-12-31', 'objSquareLiving': 23706.39, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8109, 'longitude': 60.583, 'problemFlag': 'NONE', 'siteStatus': 'Строящиеся', 'objGuarantyEscrowFlg': 1, 'residentialBuildings': 1, 'rpdNum': '66-001140', 'pdId': 584386, 'buildType': 'Жилое', 'objStatus': 0}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/93045925-222c-4482-afce-c7e8370d0265
42,"{'objId': 4633, 'developer': {'devId': 273, 'shortName': 'БЭСТ-СТРОЙ', 'fullName': 'БЭСТ-СТРОЙ', 'groupName': 'PRINZIP', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 6208, 'devInn': '6659158985'}, 'rpdRegionCd': 66, 'objAddr': 'город Екатеринбург, улица Краснолесья, д. 10', 'objCommercNm': 'Жилой квартал ""Ньютон Парк"" (ЖК ""Ньютон Парк"")', 'objFloorMin': 15, 'objFloorMax': 22, 'objElemLivingCnt': 330, 'objReady100PercDt': '2019-03-21', 'objSquareLiving': 17542.25, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7783, 'longitude': 60.5492, 'complexShortName': 'Ньютон Парк 2 этап', 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000034', 'pdId': 1018, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/b3a47742-ce46-4be0-83c7-22494f353b72
43,"{'objId': 4686, 'developer': {'devId': 273, 'shortName': 'БЭСТ-СТРОЙ', 'fullName': 'БЭСТ-СТРОЙ', 'groupName': 'PRINZIP', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 6208, 'devInn': '6659158985'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, улица Краснолесья', 'objCommercNm': 'Жилой квартал ""Ньютон Парк"" (ЖК ""Ньютон Парк"")', 'objFloorMin': 36, 'objFloorMax': 36, 'objElemLivingCnt': 252, 'objReady100PercDt': '2021-06-11', 'objSquareLiving': 15577.2, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7793, 'longitude': 60.5506, 'complexShortName': 'Ньютон Парк 3 этап', 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000036', 'pdId': 1123, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/e37612df-835e-4ed6-9419-0e1527130a42
44,"{'objId': 26380, 'developer': {'devId': 6711, 'shortName': 'ВЫСОКИЙ БЕРЕГ', 'fullName': 'ВЫСОКИЙ БЕРЕГ', 'orgForm': {'id': 64, 'fullForm': 'Товарищество собственников жилья', 'shortForm': 'ТСЖ'}, 'devInn': '6672289144', 'bankruptStage': {'bankruptStageCd': 4, 'bankruptStageDesc': 'Сообщение о судебном акте. О признании должника банкротом и открытии конкурсного производства', 'bankruptLawUrl': 'http://www.consultant.ru/document/cons_doc_LAW_39331/f798792c6aa0df6ed8fb092e8fcac4b97c42b6d9/'}, 'orgBankruptMsgDttm': '29-01-2019 12:59'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, район Октябрьский, ул Большакова, д. 25', 'objFloorMin': 17, 'objFloorMax': 25, 'objElemLivingCnt': 221, 'objReady100PercDt': '2015-08-21', 'objSquareLiving': 23201.3, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.8192, 'longitude': 60.6245, 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000650', 'pdId': 57707, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/84cb8cf3-6754-4a6d-90db-fdffa13fcae5
46,"{'objId': 18449, 'developer': {'devId': 1711, 'shortName': 'ГК АКТИВСТРОЙ', 'fullName': 'ГРУППА КОМПАНИЙ АКТИВСТРОЙ', 'groupName': 'Актив-Девелопмент', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 6257, 'devInn': '6679111939'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург', 'objCommercNm': 'Жилые башни Евразия', 'objFloorMin': 33, 'objFloorMax': 33, 'objElemLivingCnt': 224, 'objReady100PercDt': '2020-08-14', 'objSquareLiving': 11274.0, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7991, 'longitude': 60.5974, 'complexShortName': 'ЖБ Евразия', 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000501', 'pdId': 44051, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/1292be42-a19c-473d-aefc-09ba6a42b7f3
47,"{'objId': 32617, 'developer': {'devId': 1711, 'shortName': 'ГК АКТИВСТРОЙ', 'fullName': 'ГРУППА КОМПАНИЙ АКТИВСТРОЙ', 'groupName': 'Актив-Девелопмент', 'orgForm': {'id': 4, 'fullForm': 'Общество с ограниченной ответственностью', 'shortForm': 'ООО'}, 'companyGroup': 6257, 'devInn': '6679111939'}, 'rpdRegionCd': 66, 'objAddr': 'г Екатеринбург, ул Николая Островского, д. 2', 'objCommercNm': 'Жилые башни Евразия', 'objFloorMin': 33, 'objFloorMax': 33, 'objElemLivingCnt': 252, 'objReady100PercDt': '2022-02-15', 'objSquareLiving': 11620.1, 'objCompensFundFlg': 0, 'objProblemFlg': 0, 'latitude': 56.7992, 'longitude': 60.5982, 'complexShortName': 'ЖБ Евразия', 'problemFlag': 'NONE', 'siteStatus': 'Сданные', 'objGuarantyEscrowFlg': 0, 'residentialBuildings': 1, 'rpdNum': '66-000754', 'pdId': 111888, 'buildType': 'Жилое', 'objStatus': 2}",https://xn--80az8a.xn--d1aqf.xn--p1ai/api/ext/file/51679da7-a82c-42c7-9312-9ac65258852b
